a=0xb4a6; output=0x4687
a=0x4d14; output=0xae19
a=0x1bdd; output=0xdf50
a=0xaa2c; output=0x5101
a=0x21c0; output=0xd96d
a=0x2e5f; output=0xccce
a=0x03bc; output=0xf771
a=0x451e; output=0xb60f
a=0x3f5f; output=0xbbce
a=0x5b6f; output=0x9fbe
a=0xadc7; output=0x4d66
a=0xad1b; output=0x4e12
a=0xd025; output=0x2b08
a=0x72eb; output=0x8842
a=0x8837; output=0x72f6
a=0x4c35; output=0xaef8
a=0x1664; output=0xe4c9
a=0x8249; output=0x78e4
a=0x1425; output=0xe708
a=0x0b80; output=0xefad
a=0xb49f; output=0x468e
a=0x0d73; output=0xedba
a=0x95e0; output=0x654d
a=0xbc63; output=0x3eca
a=0x3052; output=0xcadb
a=0x03fe; output=0xf72f
a=0x38b0; output=0xc27d
a=0x744b; output=0x86e2
a=0x36be; output=0xc46f
a=0xd43e; output=0x26ef
a=0x5772; output=0xa3bb
a=0x557b; output=0xa5b2
a=0xc3d0; output=0x375d
a=0xef26; output=0x0c07
a=0x4001; output=0xbb2c
a=0x3b6d; output=0xbfc0
a=0xfbcf; output=0xff5e
a=0x1d3d; output=0xddf0
a=0xf6d6; output=0x0457
a=0xaf7b; output=0x4bb2
a=0x10c7; output=0xea66
a=0x5fc1; output=0x9b6c
a=0x89ac; output=0x7181
a=0x7dc9; output=0x7d64
a=0x9086; output=0x6aa7
a=0x381f; output=0xc30e
a=0x8fb1; output=0x6b7c
a=0x403e; output=0xbaef
a=0x3fda; output=0xbb53
a=0x1ddc; output=0xdd51
a=0x5493; output=0xa69a
a=0x4b2f; output=0xaffe
a=0x36c1; output=0xc46c
a=0x3157; output=0xc9d6
a=0x2461; output=0xd6cc
a=0x13ab; output=0xe782
a=0xd0cc; output=0x2a61
a=0x3257; output=0xc8d6
a=0xa1b2; output=0x597b
a=0x16c9; output=0xe464
a=0xe0f0; output=0x1a3d
a=0xf30f; output=0x081e
a=0x9f1c; output=0x5c11
a=0x49d7; output=0xb156
a=0x4ae0; output=0xb04d
a=0x3aad; output=0xc080
a=0x3980; output=0xc1ad
a=0xec4d; output=0x0ee0
a=0x09b5; output=0xf178
a=0x5974; output=0xa1b9
a=0x5a42; output=0xa0eb
a=0xab75; output=0x4fb8
a=0xd1ee; output=0x293f
a=0x69bf; output=0x916e
a=0x9517; output=0x6616
a=0x43fd; output=0xb730
a=0x88c6; output=0x7267
a=0x2192; output=0xd99b
a=0xdccb; output=0x1e62
a=0x6dda; output=0x8d53
a=0xac9d; output=0x4e90
a=0xe27e; output=0x18af
a=0xb738; output=0x43f5
a=0xe181; output=0x19ac
a=0x46d7; output=0xb456
a=0xafb4; output=0x4b79
a=0xd49a; output=0x2693
a=0xab34; output=0x4ff9
a=0x8f00; output=0x6c2d
a=0xf99d; output=0x0190
a=0xf9f0; output=0x013d
a=0x9884; output=0x62a9
a=0xdaa4; output=0x2089
a=0x62ae; output=0x987f
a=0x7c0e; output=0x7f1f
a=0x2d9a; output=0xcd93
a=0x0f1e; output=0xec0f
a=0xfb66; output=0xffc7
a=0x96e2; output=0x644b
a=0x7099; output=0x8a94
a=0x6b6e; output=0x8fbf
a=0x4289; output=0xb8a4
a=0xcc34; output=0x2ef9
a=0xf2bd; output=0x0870
a=0x48e9; output=0xb244
a=0xb032; output=0x4afb
a=0x582b; output=0xa302
a=0xa41f; output=0x570e
a=0x8ec4; output=0x6c69
a=0xe0c1; output=0x1a6c
a=0x3c54; output=0xbed9
a=0x1c15; output=0xdf18
a=0xc991; output=0x319c
a=0x253f; output=0xd5ee
a=0x64a9; output=0x9684
a=0x075f; output=0xf3ce
a=0x8306; output=0x7827
a=0xbc6a; output=0x3ec3
a=0x800f; output=0x7b1e
a=0x367c; output=0xc4b1
a=0x5db7; output=0x9d76
a=0x5827; output=0xa306
a=0xd5fe; output=0x252f
a=0x0bd0; output=0xef5d
a=0x69be; output=0x916f
a=0x29c1; output=0xd16c
a=0x83ee; output=0x773f
a=0x2505; output=0xd628
a=0x1319; output=0xe814
a=0x0f45; output=0xebe8
a=0x853d; output=0x75f0
a=0x944f; output=0x66de
a=0xa8f5; output=0x5238
a=0xc794; output=0x3399
a=0x2202; output=0xd92b
a=0x74f5; output=0x8638
a=0x4127; output=0xba06
a=0xe067; output=0x1ac6
a=0xe546; output=0x15e7
a=0xe677; output=0x14b6
a=0xd8fe; output=0x222f
a=0xecae; output=0x0e7f
a=0xbe71; output=0x3cbc
a=0x04e1; output=0xf64c
a=0x4a12; output=0xb11b
a=0x64f5; output=0x9638
a=0x2003; output=0xdb2a
a=0xe7e0; output=0x134d
a=0x9e7c; output=0x5cb1
a=0xed1f; output=0x0e0e
a=0x26af; output=0xd47e
a=0xaade; output=0x504f
a=0xa68c; output=0x54a1
a=0x3f36; output=0xbbf7
a=0x94ab; output=0x6682
a=0x5e4f; output=0x9cde
a=0xdfe7; output=0x1b46
a=0xc930; output=0x31fd
a=0x5506; output=0xa627
a=0xf768; output=0x03c5
a=0x4045; output=0xbae8
a=0x9197; output=0x6996
a=0x0080; output=0xfaad
a=0x1488; output=0xe6a5
a=0x47f9; output=0xb334
a=0x7c69; output=0x7ec4
a=0x6ff3; output=0x8b3a
a=0xb432; output=0x46fb
a=0x45ad; output=0xb580
a=0xa6de; output=0x544f
a=0x8c50; output=0x6edd
a=0x4ce7; output=0xae46
a=0x26ef; output=0xd43e
a=0x525d; output=0xa8d0
a=0x4e0f; output=0xad1e
a=0xf07b; output=0x0ab2
a=0xf287; output=0x08a6
a=0x8038; output=0x7af5
a=0xa1c4; output=0x5969
a=0xb6ad; output=0x4480
a=0x297d; output=0xd1b0
a=0xe70c; output=0x1421
a=0x14ef; output=0xe63e
a=0xe112; output=0x1a1b
a=0x5047; output=0xaae6
a=0x30c4; output=0xca69
a=0xd131; output=0x29fc
a=0x6e59; output=0x8cd4
a=0x606f; output=0x9abe
a=0x77cf; output=0x835e
a=0x96bb; output=0x6472
a=0x30f2; output=0xca3b
a=0xed60; output=0x0dcd
a=0x726a; output=0x88c3
a=0x1a50; output=0xe0dd
a=0x5bd9; output=0x9f54
a=0xa1ff; output=0x592e
a=0x7d85; output=0x7da8
a=0xbc17; output=0x3f16
a=0x891e; output=0x720f
a=0x09bb; output=0xf172
a=0x3568; output=0xc5c5
a=0x2532; output=0xd5fb
a=0x33cd; output=0xc760
a=0xdfdd; output=0x1b50
a=0xfbc9; output=0xff64
a=0xcf24; output=0x2c09
a=0x55f3; output=0xa53a
a=0x9dfb; output=0x5d32
a=0xeb4e; output=0x0fdf
a=0xfb5c; output=0xffd1
a=0xe8f5; output=0x1238
a=0x98eb; output=0x6242
a=0x865d; output=0x74d0
a=0xa71b; output=0x5412
a=0xe062; output=0x1acb
a=0xd57c; output=0x25b1
a=0xb645; output=0x44e8
a=0x80d9; output=0x7a54
a=0x8113; output=0x7a1a
a=0xd7dc; output=0x2351
a=0x55f0; output=0xa53d
a=0x794b; output=0x81e2
a=0x7f3f; output=0x7bee
a=0x81ca; output=0x7963
a=0x9b60; output=0x5fcd
a=0xde11; output=0x1d1c
a=0xdb49; output=0x1fe4
a=0x006c; output=0xfac1
a=0xe9ab; output=0x1182
a=0x689c; output=0x9291
a=0x98fa; output=0x6233
a=0xe4ff; output=0x162e
a=0x4b10; output=0xb01d
a=0xc474; output=0x36b9
a=0xfe16; output=0xfd17
a=0x686e; output=0x92bf
a=0xdaef; output=0x203e
a=0x0816; output=0xf317
a=0x878a; output=0x73a3
a=0xad6e; output=0x4dbf
a=0x9603; output=0x652a
a=0x803c; output=0x7af1
a=0x4547; output=0xb5e6
a=0x88db; output=0x7252
a=0x4138; output=0xb9f5
a=0xd247; output=0x28e6
a=0x143e; output=0xe6ef
a=0x95f5; output=0x6538
a=0xd6ea; output=0x2443
a=0x9166; output=0x69c7
a=0x3444; output=0xc6e9
a=0xc5d8; output=0x3555
a=0x5339; output=0xa7f4
a=0xa8f7; output=0x5236
a=0x57f8; output=0xa335
a=0x55ec; output=0xa541
a=0xead8; output=0x1055
a=0xef68; output=0x0bc5
a=0xb919; output=0x4214
a=0xa23b; output=0x58f2
a=0xf7b7; output=0x0376
a=0x3d94; output=0xbd99
a=0xdfd5; output=0x1b58
a=0x479d; output=0xb390
a=0x9d75; output=0x5db8
a=0x74b7; output=0x8676
a=0x97d5; output=0x6358
a=0x65c2; output=0x956b
a=0x17a8; output=0xe385
a=0x3886; output=0xc2a7
a=0x8d95; output=0x6d98
a=0x117e; output=0xe9af
a=0x4c13; output=0xaf1a
a=0x5630; output=0xa4fd
a=0x035a; output=0xf7d3
a=0x5aca; output=0xa063
a=0xea62; output=0x10cb
a=0xbd5c; output=0x3dd1
a=0xfba0; output=0xff8d
a=0x552f; output=0xa5fe
a=0x632e; output=0x97ff
a=0x808a; output=0x7aa3
a=0xc628; output=0x3505
a=0xb099; output=0x4a94
a=0x893c; output=0x71f1
a=0xa6cd; output=0x5460
a=0x720d; output=0x8920
a=0xe0be; output=0x1a6f
a=0x3ec9; output=0xbc64
a=0xc31b; output=0x3812
a=0xf4f9; output=0x0634
a=0x7316; output=0x8817
a=0x9406; output=0x6727
a=0xf79e; output=0x038f
a=0x9d67; output=0x5dc6
a=0x40b0; output=0xba7d
a=0x4a39; output=0xb0f4
a=0xacfd; output=0x4e30
a=0x3e9c; output=0xbc91
a=0x4cad; output=0xae80
a=0x4bd1; output=0xaf5c
a=0x202a; output=0xdb03
a=0x4eb8; output=0xac75
a=0x65cf; output=0x955e
a=0x1eba; output=0xdc73
a=0x4516; output=0xb617
a=0xac94; output=0x4e99
a=0xd916; output=0x2217
a=0x9521; output=0x660c
a=0x8603; output=0x752a
a=0xa04e; output=0x5adf
a=0x43aa; output=0xb783
a=0x090e; output=0xf21f
a=0x4b7f; output=0xafae
a=0xc08b; output=0x3aa2
a=0xf210; output=0x091d
a=0xeb05; output=0x1028
a=0xcc36; output=0x2ef7
a=0x5212; output=0xa91b
a=0x7dc0; output=0x7d6d
a=0xab28; output=0x5005
a=0x2813; output=0xd31a
a=0xb348; output=0x47e5
a=0x5d02; output=0x9e2b
a=0x2b41; output=0xcfec
a=0xb8d2; output=0x425b
a=0xfda3; output=0xfd8a
a=0x7830; output=0x82fd
a=0x4643; output=0xb4ea
a=0x46ca; output=0xb463
a=0x5edf; output=0x9c4e
a=0x4238; output=0xb8f5
a=0x9343; output=0x67ea
a=0xd61d; output=0x2510
a=0x2945; output=0xd1e8
a=0x436b; output=0xb7c2
a=0x97d4; output=0x6359
a=0x84be; output=0x766f
a=0x4802; output=0xb32b
a=0x9e15; output=0x5d18
a=0x8ca8; output=0x6e85
a=0x1791; output=0xe39c
a=0x39a9; output=0xc184
a=0x8630; output=0x74fd
a=0xd0b4; output=0x2a79
a=0x7db9; output=0x7d74
a=0xd96b; output=0x21c2
a=0x3146; output=0xc9e7
a=0xb0f7; output=0x4a36
a=0x0e0c; output=0xed21
a=0x425c; output=0xb8d1
a=0x3b65; output=0xbfc8
a=0x1bc4; output=0xdf69
a=0x55b8; output=0xa575
a=0xb2d6; output=0x4857
a=0xaafb; output=0x5032
a=0xc9dc; output=0x3151
a=0x8347; output=0x77e6
a=0xfbc2; output=0xff6b
a=0x3dcc; output=0xbd61
a=0xfec3; output=0xfc6a
a=0x2b4d; output=0xcfe0
a=0x8985; output=0x71a8
a=0x0000; output=0xfb2d
a=0xbb0a; output=0x4023
a=0xa4a2; output=0x568b
a=0xb9ac; output=0x4181
a=0x671d; output=0x9410
a=0xdc09; output=0x1f24
a=0x7ab4; output=0x8079
a=0x7590; output=0x859d
a=0x1834; output=0xe2f9
a=0x56b9; output=0xa474
a=0x91f7; output=0x6936
a=0x83de; output=0x774f
a=0x853c; output=0x75f1
a=0x335f; output=0xc7ce
a=0x716a; output=0x89c3
a=0x73f3; output=0x873a
a=0xa22b; output=0x5902
a=0x9dd0; output=0x5d5d
a=0x6491; output=0x969c
a=0x6954; output=0x91d9
a=0xc109; output=0x3a24
a=0xe14b; output=0x19e2
a=0x0d6c; output=0xedc1
a=0x47bc; output=0xb371
a=0x5d99; output=0x9d94
a=0xc20a; output=0x3923
a=0x268c; output=0xd4a1
a=0x9089; output=0x6aa4
a=0x3a2f; output=0xc0fe
a=0x66e8; output=0x9445
a=0xa425; output=0x5708
a=0x0cec; output=0xee41
a=0x941c; output=0x6711
a=0x563c; output=0xa4f1
a=0x17b1; output=0xe37c
a=0x892b; output=0x7202
a=0x93f8; output=0x6735
a=0x5f85; output=0x9ba8
a=0x45ab; output=0xb582
a=0x62cb; output=0x9862
a=0xd6b4; output=0x2479
a=0x5502; output=0xa62b
a=0xab01; output=0x502c
a=0x683c; output=0x92f1
a=0xd2ab; output=0x2882
a=0xf7dc; output=0x0351
a=0x39fd; output=0xc130
a=0xc67d; output=0x34b0
a=0x2658; output=0xd4d5
a=0x4265; output=0xb8c8
a=0x81b7; output=0x7976
a=0x8165; output=0x79c8
a=0x6da7; output=0x8d86
a=0x82d4; output=0x7859
a=0xdc0f; output=0x1f1e
a=0xb2de; output=0x484f
a=0x2870; output=0xd2bd
a=0x71be; output=0x896f
a=0x706f; output=0x8abe
a=0xe93d; output=0x11f0
a=0x98c2; output=0x626b
a=0x4813; output=0xb31a
a=0xa141; output=0x59ec
a=0xac84; output=0x4ea9
a=0x3a7a; output=0xc0b3
a=0x78bc; output=0x8271
a=0x319a; output=0xc993
a=0xf982; output=0x01ab
a=0x4688; output=0xb4a5
a=0x7191; output=0x899c
a=0x75ec; output=0x8541
a=0x3b3c; output=0xbff1
a=0xaafd; output=0x5030
a=0x46b8; output=0xb475
a=0x53b6; output=0xa777
a=0xbe14; output=0x3d19
a=0xac57; output=0x4ed6
a=0xfe68; output=0xfcc5
a=0x71a0; output=0x898d
a=0x55ee; output=0xa53f
a=0xbb07; output=0x4026
a=0xd08e; output=0x2a9f
a=0xd306; output=0x2827
a=0x6ba6; output=0x8f87
a=0xb1c9; output=0x4964
a=0xd37d; output=0x27b0
a=0x6411; output=0x971c
a=0xe502; output=0x162b
a=0x9272; output=0x68bb
a=0x816e; output=0x79bf
a=0xe292; output=0x189b
a=0xe927; output=0x1206
a=0x4b66; output=0xafc7
a=0xc368; output=0x37c5
a=0xde66; output=0x1cc7
a=0x0a44; output=0xf0e9
a=0xf4ce; output=0x065f
a=0x1303; output=0xe82a
a=0x1500; output=0xe62d
a=0xb3fa; output=0x4733
a=0x88ad; output=0x7280
a=0x74a1; output=0x868c
a=0x1197; output=0xe996
a=0xa2fc; output=0x5831
a=0x17f4; output=0xe339
a=0x5c6d; output=0x9ec0
a=0xbed8; output=0x3c55
a=0x1cdf; output=0xde4e
a=0x9a46; output=0x60e7
a=0x2705; output=0xd428
a=0x6391; output=0x979c
a=0xb23f; output=0x48ee
a=0x85c8; output=0x7565
a=0xdff6; output=0x1b37
a=0x8bbc; output=0x6f71
a=0xffa3; output=0xfb8a
a=0xb2c1; output=0x486c
a=0x0bbd; output=0xef70
a=0xe443; output=0x16ea
a=0x59a1; output=0xa18c
a=0xaea4; output=0x4c89
a=0xf08a; output=0x0aa3
a=0x23bd; output=0xd770
a=0x355e; output=0xc5cf
a=0xd56e; output=0x25bf
a=0x8eec; output=0x6c41
a=0xa84d; output=0x52e0
a=0x7272; output=0x88bb
a=0xd894; output=0x2299
a=0x5a04; output=0xa129
a=0x130a; output=0xe823
a=0x3ac0; output=0xc06d
a=0x6fc6; output=0x8b67
a=0x2ce1; output=0xce4c
a=0xe768; output=0x13c5
a=0xc8f2; output=0x323b
a=0x9e79; output=0x5cb4
a=0x6857; output=0x92d6
a=0xb788; output=0x43a5
a=0xc0bc; output=0x3a71
a=0xbfd6; output=0x3b57
a=0xc5e3; output=0x354a
a=0xeade; output=0x104f
a=0xfddf; output=0xfd4e
a=0x5298; output=0xa895
a=0x63ef; output=0x973e
a=0xf5a0; output=0x058d
a=0x1275; output=0xe8b8
a=0xdac3; output=0x206a
a=0x1f13; output=0xdc1a
a=0x083e; output=0xf2ef
a=0xfdaf; output=0xfd7e
a=0x3df3; output=0xbd3a
a=0xbf06; output=0x3c27
a=0x3b94; output=0xbf99
a=0xbfc5; output=0x3b68
a=0xee9c; output=0x0c91
a=0xd6ed; output=0x2440
a=0x4151; output=0xb9dc
a=0x180a; output=0xe323
a=0x1597; output=0xe596
a=0x6919; output=0x9214
a=0xe5ec; output=0x1541
a=0x1ab2; output=0xe07b
a=0x1497; output=0xe696
a=0x8c78; output=0x6eb5
a=0x2da0; output=0xcd8d
a=0x05ef; output=0xf53e
a=0xe173; output=0x19ba
a=0x24ed; output=0xd640
a=0xd563; output=0x25ca
a=0x9f0a; output=0x5c23
a=0xd665; output=0x24c8
a=0xe969; output=0x11c4
a=0x0850; output=0xf2dd
a=0xd2b7; output=0x2876
a=0x1e72; output=0xdcbb
a=0xdc57; output=0x1ed6
a=0x8789; output=0x73a4
a=0xeb0a; output=0x1023
a=0x6b68; output=0x8fc5
a=0x253b; output=0xd5f2
a=0xe8a3; output=0x128a
a=0x9d3b; output=0x5df2
a=0x9bd7; output=0x5f56
a=0x7a56; output=0x80d7
a=0xafb1; output=0x4b7c
a=0x2c4e; output=0xcedf
a=0x9628; output=0x6505
a=0x780e; output=0x831f
a=0x8fd1; output=0x6b5c
a=0xe85e; output=0x12cf
a=0x01f3; output=0xf93a
a=0x8d61; output=0x6dcc
a=0x7db3; output=0x7d7a
a=0x5f0f; output=0x9c1e
a=0x99b9; output=0x6174
a=0x19c2; output=0xe16b
a=0xfbad; output=0xff80
a=0x0117; output=0xfa16
a=0x6fee; output=0x8b3f
a=0x8cbc; output=0x6e71
a=0xadd2; output=0x4d5b
a=0xb3ea; output=0x4743
a=0xe1a1; output=0x198c
a=0xf05b; output=0x0ad2
a=0xa6ce; output=0x545f
a=0x855f; output=0x75ce
a=0x9263; output=0x68ca
a=0xf82c; output=0x0301
a=0x6e27; output=0x8d06
a=0x707e; output=0x8aaf
a=0x2443; output=0xd6ea
a=0x01b1; output=0xf97c
a=0xed9b; output=0x0d92
a=0x886f; output=0x72be
a=0x1d90; output=0xdd9d
a=0x8dd5; output=0x6d58
a=0x85ed; output=0x7540
a=0xa122; output=0x5a0b
a=0x7ac4; output=0x8069
a=0xd8ad; output=0x2280
a=0x3bc3; output=0xbf6a
a=0xec1e; output=0x0f0f
a=0x8a90; output=0x709d
a=0x6cca; output=0x8e63
a=0x8852; output=0x72db
a=0x0238; output=0xf8f5
a=0xc05c; output=0x3ad1
a=0x17e1; output=0xe34c
a=0xe395; output=0x1798
a=0x083a; output=0xf2f3
a=0xf039; output=0x0af4
a=0x8d68; output=0x6dc5
a=0x45e6; output=0xb547
a=0x736d; output=0x87c0
a=0xb08a; output=0x4aa3
a=0x2d64; output=0xcdc9
a=0xb6d0; output=0x445d
a=0x14d2; output=0xe65b
a=0x0cdf; output=0xee4e
a=0xb3cd; output=0x4760
a=0x878c; output=0x73a1
a=0xf904; output=0x0229
a=0x59f4; output=0xa139
a=0x1cd3; output=0xde5a
a=0x6bc1; output=0x8f6c
a=0xc20b; output=0x3922
a=0x0c71; output=0xeebc
a=0xab51; output=0x4fdc
a=0xdb94; output=0x1f99
a=0xa343; output=0x57ea
a=0xeae3; output=0x104a
a=0x4b4f; output=0xafde
a=0xb1d3; output=0x495a
a=0x7dfe; output=0x7d2f
a=0x2210; output=0xd91d
a=0x6927; output=0x9206
a=0xb65a; output=0x44d3
a=0x12e8; output=0xe845
a=0x5c6c; output=0x9ec1
a=0x7d49; output=0x7de4
a=0x85d9; output=0x7554
a=0x517b; output=0xa9b2
a=0x5672; output=0xa4bb
a=0x0083; output=0xfaaa
a=0x4fc6; output=0xab67
a=0x7cc4; output=0x7e69
a=0x2605; output=0xd528
a=0x5a1a; output=0xa113
a=0x0175; output=0xf9b8
a=0xee59; output=0x0cd4
a=0x28a3; output=0xd28a
a=0x0a54; output=0xf0d9
a=0x2242; output=0xd8eb
a=0x6fc1; output=0x8b6c
a=0x35d7; output=0xc556
a=0xcf70; output=0x2bbd
a=0xfc4e; output=0xfedf
a=0x4e0b; output=0xad22
a=0x3326; output=0xc807
a=0xbefc; output=0x3c31
a=0x72cd; output=0x8860
a=0x2b9d; output=0xcf90
a=0x5ac2; output=0xa06b
a=0xc011; output=0x3b1c
a=0x2c63; output=0xceca
a=0x09da; output=0xf153
a=0xf85a; output=0x02d3
a=0x826e; output=0x78bf
a=0x614d; output=0x99e0
a=0x3b0d; output=0xc020
a=0x8c72; output=0x6ebb
a=0xd5f8; output=0x2535
a=0x3ef8; output=0xbc35
a=0xb9ae; output=0x417f
a=0x5cf5; output=0x9e38
a=0x400d; output=0xbb20
a=0xbadb; output=0x4052
a=0x2272; output=0xd8bb
a=0x5f57; output=0x9bd6
a=0x75f3; output=0x853a
a=0x9cd0; output=0x5e5d
a=0xedfc; output=0x0d31
a=0x5df6; output=0x9d37
a=0xdb72; output=0x1fbb
a=0xcc3d; output=0x2ef0
a=0x1790; output=0xe39d
a=0x92f9; output=0x6834
a=0x0665; output=0xf4c8
a=0x7175; output=0x89b8
a=0x22bb; output=0xd872
a=0x3581; output=0xc5ac
a=0x0f52; output=0xebdb
a=0xecc1; output=0x0e6c
a=0x3750; output=0xc3dd
a=0x58b5; output=0xa278
a=0xa97f; output=0x51ae
a=0x3ac8; output=0xc065
a=0x1fa9; output=0xdb84
a=0x43c4; output=0xb769
a=0x8115; output=0x7a18
a=0x5d27; output=0x9e06
a=0x5ef7; output=0x9c36
a=0x52e2; output=0xa84b
a=0x26c6; output=0xd467
a=0xc0d1; output=0x3a5c
a=0xa929; output=0x5204
a=0xa3f7; output=0x5736
a=0xd618; output=0x2515
a=0x3320; output=0xc80d
a=0x1398; output=0xe795
a=0xe8aa; output=0x1283
a=0x08a3; output=0xf28a
a=0x1420; output=0xe70d
a=0xf1d1; output=0x095c
a=0x63e7; output=0x9746
a=0xdee2; output=0x1c4b
a=0xe2e0; output=0x184d
a=0x82b2; output=0x787b
a=0x978b; output=0x63a2
a=0xf05e; output=0x0acf
a=0x1736; output=0xe3f7
a=0xb7fe; output=0x432f
a=0xfe8a; output=0xfca3
a=0xc2a5; output=0x3888
a=0xa2f5; output=0x5838
a=0x1c01; output=0xdf2c
a=0xc7a7; output=0x3386
a=0x5b25; output=0xa008
a=0x9ca4; output=0x5e89
a=0xdd00; output=0x1e2d
a=0x64ef; output=0x963e
a=0x60a3; output=0x9a8a
a=0x7423; output=0x870a
a=0x3bb0; output=0xbf7d
a=0xa387; output=0x57a6
a=0x2f81; output=0xcbac
a=0x5e57; output=0x9cd6
a=0xe38b; output=0x17a2
a=0xd542; output=0x25eb
a=0xdee9; output=0x1c44
a=0x9446; output=0x66e7
a=0xded9; output=0x1c54
a=0x572f; output=0xa3fe
a=0x0c7b; output=0xeeb2
a=0xb7d8; output=0x4355
a=0x5762; output=0xa3cb
a=0xd8b3; output=0x227a
a=0x630f; output=0x981e
a=0x4f2b; output=0xac02
a=0x797c; output=0x81b1
a=0xf095; output=0x0a98
a=0x8a0e; output=0x711f
a=0xbe8e; output=0x3c9f
a=0x5c72; output=0x9ebb
a=0x8ad5; output=0x7058
a=0x8f78; output=0x6bb5
a=0x21e0; output=0xd94d
a=0xf849; output=0x02e4
a=0x9174; output=0x69b9
a=0xc1bf; output=0x396e
a=0x0bcd; output=0xef60
a=0xa8e5; output=0x5248
a=0xac69; output=0x4ec4
a=0xad69; output=0x4dc4
a=0x21bb; output=0xd972
a=0x4053; output=0xbada
a=0xdfad; output=0x1b80
a=0x7672; output=0x84bb
a=0xabde; output=0x4f4f
a=0x15fc; output=0xe531
a=0xea05; output=0x1128
a=0xa710; output=0x541d
a=0xedfa; output=0x0d33
a=0xcd9c; output=0x2d91
a=0x4d89; output=0xada4
a=0x4ce6; output=0xae47
a=0x9cc8; output=0x5e65
a=0xc319; output=0x3814
a=0xffca; output=0xfb63
a=0xa684; output=0x54a9
a=0x27a2; output=0xd38b
a=0xb81d; output=0x4310
a=0x09d5; output=0xf158
a=0xf50b; output=0x0622
a=0xe773; output=0x13ba
a=0xf881; output=0x02ac
a=0x73be; output=0x876f
a=0x94b9; output=0x6674
a=0x62b9; output=0x9874
a=0xc063; output=0x3aca
a=0x04dc; output=0xf651
a=0xc8c9; output=0x3264
a=0x111c; output=0xea11
a=0x008d; output=0xfaa0
a=0x0c97; output=0xee96
a=0x077d; output=0xf3b0
a=0x34ba; output=0xc673
a=0x68ef; output=0x923e
a=0x94ab; output=0x6682
a=0xef20; output=0x0c0d
a=0xfe01; output=0xfd2c
a=0xe7a7; output=0x1386
a=0x52d0; output=0xa85d
a=0xd187; output=0x29a6
a=0xbba5; output=0x3f88
a=0xa969; output=0x51c4
a=0x065d; output=0xf4d0
a=0xbd36; output=0x3df7
a=0xa825; output=0x5308
a=0x07a5; output=0xf388
a=0xff85; output=0xfba8
a=0x43bb; output=0xb772
a=0x592a; output=0xa203
a=0x5916; output=0xa217
a=0xe399; output=0x1794
a=0xbe00; output=0x3d2d
a=0x17e6; output=0xe347
a=0x6d5d; output=0x8dd0
a=0xd5f1; output=0x253c
a=0x72c3; output=0x886a
a=0x7d42; output=0x7deb
a=0x242f; output=0xd6fe
a=0x962f; output=0x64fe
a=0xb995; output=0x4198
a=0x2308; output=0xd825
a=0x16ea; output=0xe443
a=0xffbe; output=0xfb6f
a=0x268a; output=0xd4a3
a=0xc1ec; output=0x3941
a=0x31da; output=0xc953
a=0x85d9; output=0x7554
a=0x9ead; output=0x5c80
a=0x6af6; output=0x9037
a=0x0fcb; output=0xeb62
a=0xfb67; output=0xffc6
a=0x72ee; output=0x883f
a=0xc23b; output=0x38f2
a=0x437b; output=0xb7b2
a=0xf75e; output=0x03cf
a=0x3211; output=0xc91c
a=0x95ae; output=0x657f
a=0x5be9; output=0x9f44
a=0xaaee; output=0x503f
a=0xc315; output=0x3818
a=0xdcc1; output=0x1e6c
a=0xaf58; output=0x4bd5
a=0x53ea; output=0xa743
a=0x7c7f; output=0x7eae
a=0x45bf; output=0xb56e
a=0x83e8; output=0x7745
a=0xcbcd; output=0x2f60
a=0x6378; output=0x97b5
a=0x9260; output=0x68cd
a=0x81cd; output=0x7960
a=0x012d; output=0xfa00
a=0xf037; output=0x0af6
a=0x4b40; output=0xafed
a=0x7517; output=0x8616
a=0xbb99; output=0x3f94
a=0xd0c6; output=0x2a67
a=0x471d; output=0xb410
a=0x8173; output=0x79ba
a=0x82a7; output=0x7886
a=0x6993; output=0x919a
a=0xa92f; output=0x51fe
a=0x9063; output=0x6aca
a=0xa14f; output=0x59de
a=0xfd55; output=0xfdd8
a=0xbca0; output=0x3e8d
a=0x3c42; output=0xbeeb
a=0xf1cb; output=0x0962
a=0x8c85; output=0x6ea8
a=0x1620; output=0xe50d
a=0x6c8c; output=0x8ea1
a=0x1c29; output=0xdf04
a=0x9258; output=0x68d5
a=0x3180; output=0xc9ad
a=0xf89e; output=0x028f
a=0x349e; output=0xc68f
a=0xe529; output=0x1604
a=0x7bc4; output=0x7f69
a=0x4997; output=0xb196
a=0x9a09; output=0x6124
a=0x2a57; output=0xd0d6
a=0xf443; output=0x06ea
a=0x4102; output=0xba2b
a=0x7bae; output=0x7f7f
a=0x06d7; output=0xf456
a=0x61da; output=0x9953
a=0x80e9; output=0x7a44
a=0x2f6a; output=0xcbc3
a=0x69b4; output=0x9179
a=0x88cf; output=0x725e
a=0x3737; output=0xc3f6
a=0xa2af; output=0x587e
a=0x6060; output=0x9acd
a=0xfe5d; output=0xfcd0
a=0x60de; output=0x9a4f
a=0x52cc; output=0xa861
a=0x3710; output=0xc41d
a=0x2a80; output=0xd0ad
a=0x4c7d; output=0xaeb0
a=0x3aaf; output=0xc07e
a=0x02c5; output=0xf868
a=0xcbd0; output=0x2f5d
